,Questions,Answers
393,"Does the wire have memory, ie, is it hard to straighten?",It is easily straightened by clamping one end in a vise and twisting 3-4 twists per inch with pliers or vise-grips while pulling it straight.
394,Does the neck have a truss rod?,yes it does have a truss rod......
395,Is this strap lock and the Schaller interchangeable? If I have Schaller locks on my strap will they work with the Fender button and visa versa? Thanks,Yes they will!  I interchange them on a lot of my guitars... The products are identical except for logos.
396,Can the delay and chorus/vibrato be used independently; only delay or only chorus/vibrato?,"Yes, the instruction booklet comes with a diagram with six sample settings. Delay, Chorus, Vibrato, Self Oscillation and Reverb-like Delay. The Delay and Chorus come through stronger than the reverb and vibrato, but all can be adjusted to pretty much accomplish the sound your after. It takes some time to learn what knob to adjust, and I keep the diagram handy as an aid. Still, I feel its the best choice for the price. Hope this helps."
397,"What is the difference between all the frequencies? N1 to N4? I just need to use as a fitness instructor. Also, Does this system hook up to speakers?","There are actually five frequencies, a seperate one for each microphone in the same venue.  If you are only using one microphone, it doesn't matter which one you use.  This will hook up to a powered speaker, but will need an amplifier for an unpowered speaker."
398,Is this better than the line6 pod or similar-ish?,"Everybody seem to think that virtual amplification is less. In my opinion if you spend the time you'll get what you need with this unit. Its the best bang for the buck and easier to use. The tone of the V amp 3 is much better than its predecessors. It actually does a great job of articulating your playing being what it is. Its still not a tube amp but only a super tone snob could tell. You can do anything with it. Get a FCB1010 to go with it and look into a Ureaka E prom upgrade. I'm a thirty year veteran of guitar, bass, and a live sound man doing local circuit. you wont be sorry at a third the cost of line 6.



    Everybody seem to think that virtual amplification is less. In my opinion if you spend the time you'll get what you need with this unit. Its the best bang for the buck and easier to use. The tone of the V amp 3 is much better than its predecessors. It actually does a great job of articulating your playing being what it is. Its still not a tube amp but only a super tone snob could tell. You can do anything with it. Get a FCB1010 to go with it and look into a Ureaka E prom upgrade. I'm a thirty year veteran of guitar, bass, and a live sound man doing local circuit. you wont be sorry at a...
      » 
Read More


   Everybody seem to think that virtual amplification is less. In my opinion if you spend the time you'll get what you need with this unit. Its the best bang for the buck and easier to use. The tone of the V amp 3 is much better than its predecessors. It actually does a great job of articulating your playing being what it is. Its still not a tube amp but only a super tone snob could tell. You can do anything with it. Get a FCB1010 to go with it and look into a Ureaka E prom upgrade. I'm a thirty year veteran of guitar, bass, and a live sound man doing local circuit. you wont be sorry at a third the cost of line 6.
      « 

Show Less"
399,Is it tuneable? Can you adjust the pitch?,No
400,does it need  a receiver,The system includes one transmitter and one receiver.
401,How long does one cushion last and does it leave a film or stickiness on the mouthpiece when removed?,"Mine last for approximately 2 months, when removed it only leaves slight bits of stickiness round the edges of the cushion that are easily removed with water and a mild detergent. I am in the habit of cleaning my mouthpieces thoroughly in water with a mild detergent using a Q-tip for gently rubbing spots of dirt before I apply a new cushion, so that ensures the mouthpiece is perfectly clean. Hope that helps."
402,Does the UFO202 have RIAA compensation in the pre amps circuitry for the turntable?,Yes it does...that is basically the purpose of the device.  see...http://www.behringer.com/EN/Products/UFO202.aspx
403,"Using GA-1 to tune 3/4 scale guitar - help! My son received a Fender Squire Mini guitar and the Korg GA-1 Tuner for Christmas.  I read that these guitars should use an alternate tuning because otherwise the strings will be too loose.  I've never played guitar or used a tuner before.  How exactly do I use this tuner in order to properly tune his guitar?



    Using GA-1 to tune 3/4 scale guitar - help! My son received a Fender Squire Mini guitar and the Korg GA-1 Tuner for Christmas.  I read that these guitars should use an alternate tuning because...
      » 
Read More


   Using GA-1 to tune 3/4 scale guitar - help! My son received a Fender Squire Mini guitar and the Korg GA-1 Tuner for Christmas.  I read that these guitars should use an alternate tuning because otherwise the strings will be too loose.  I've never played guitar or used a tuner before.  How exactly do I use this tuner in order to properly tune his guitar?
      « 

Show Less","That guitar will tune fine if you do it correctly. However they don't stay in tune as long as a full size guitar. I'm guessing its an electric guitar. Take the plug, plug it into the guitar jack and the jack on the tuner. The cord to do this should come with the guitar. I'm going to tell you how to tune it in Standard EADGbE tuning. Pluck the first string (the thickest string) and you will get a sound. Slightly turn the tuning pegs no more than a 1/4 turn around as you pluck the guitar string, keep turning the tuning pegs slowly (again, as you pluck that string) until the tuner says E (this tuner will say 6E). After that go one string down, each gets progressively thinner, then keep plucking and turning the tuning pegs until it says A (tuner will say 5A). Keep doing that, turning the peg to tighten the correspomding string for the next 4 strings, going to the smaller string each time for D, G, B and E (E is what the thinnest string will be tuned to.) Again, thickest string to thinnest (top to bottom) you will want E-A-D-G-B-E. Use the little green light in the middle as youre tuing so you know you're on key and getting exactly the sound you want. Some guitars only do it so well, so don't be bothered if you can't get it 100% correctly and just do it the best you can. M



    That guitar will tune fine if you do it correctly. However they don't stay in tune as long as a full size guitar. I'm guessing its an electric guitar. Take the plug, plug it into the guitar jack and the jack on the tuner. The cord to do this should come with the guitar. I'm going to tell you how to tune it in Standard EADGbE tuning. Pluck the first string (the thickest string) and you will get a sound. Slightly turn the tuning pegs no more than a 1/4 turn around as you pluck the guitar string, keep turning the tuning pegs slowly (again, as you pluck that string) until the tuner says E (this...
      » 
Read More


   That guitar will tune fine if you do it correctly. However they don't stay in tune as long as a full size guitar. I'm guessing its an electric guitar. Take the plug, plug it into the guitar jack and the jack on the tuner. The cord to do this should come with the guitar. I'm going to tell you how to tune it in Standard EADGbE tuning. Pluck the first string (the thickest string) and you will get a sound. Slightly turn the tuning pegs no more than a 1/4 turn around as you pluck the guitar string, keep turning the tuning pegs slowly (again, as you pluck that string) until the tuner says E (this tuner will say 6E). After that go one string down, each gets progressively thinner, then keep plucking and turning the tuning pegs until it says A (tuner will say 5A). Keep doing that, turning the peg to tighten the correspomding string for the next 4 strings, going to the smaller string each time for D, G, B and E (E is what the thinnest string will be tuned to.) Again, thickest string to thinnest (top to bottom) you will want E-A-D-G-B-E. Use the little green light in the middle as youre tuing so you know you're on key and getting exactly the sound you want. Some guitars only do it so well, so don't be bothered if you can't get it 100% correctly and just do it the best you can. M
      « 

Show Less"
404,Is this device compatible with Adobe Audition? Thanks.,Yes
405,Can the violin be played without being plugged into anything?,"yes, its also acoustic"
406,I'm trying to figure out whether this is an analog pedal or a digital pedal?,It is digital. It uses Composite Object Sound Modeling (COSM). This link may help: http://www.bossus.com/boss_users_group/article.php?ArticleId=1319I own one that I use for my Suhr Badger. I'm very pleased with the tone. It compares favorably with the spring tank reverbs in my other amps with the advantage of being more adjustable.
407,Was this guitar made in the USA?,China...  not good quality
408,"This has two XLR inputs. But when you record on a computer, will you get both inputs on separate tracks? I want to put two mics on one acoustic guitar",You can but it defaults to recording stereo. On something like garage band it is as simple as changing the input from stereo to mono and then that opens up a second option for a second input in mono.  This is a great little interface. I use it regularly.
409,what's inside the box? Does it include the shock mount ?,"actually includes a hard mount, like this... MXL MT-001 MT001 Hard Mount"
410,this microphone is it low on feed back only one review need more,It is very low on feedback. The problem is you must have it very close to your mouth for it to pick up.
411,"Is this compatible with fl studio, are you able to record your drums easily in fl. Thanks",Yes.  You need to put it on bank b and then it will pick it up.   YouTube it there's tons of videos
412,"Opened and set up guitar last night (adjusted truss rod and tuned) but I can't get rid of a fret buzz around 13th fret, any opinions?","I got this guitar for my boyfriend and he told me he was having problems with a string not sounding right, which may be the same issue you're having. He took it to guitar center and they said the guitar was just cold and dehydrated. With this crazy winter, they said a lot of guitars were having this problem. We put it in a room with a humidifier for a few weeks and it's back to normal."
413,The picture you or Amazon show for the product are two stands constructed differently.  which are you selling?,"The stand showing the front of the cello. Love this purchase. Very well made and sturdy for cello, plus a place to hang the bow on the back."
414,Can these be cut?,"Yes, roughly every three Diodes.  There is usually a little line and a pair of scissors marking where you can cut it."
415,Can you plug earphones not to bother the neighbors?,"yes you can use headphones,thank god im the only one that can hear me.lol"
416,Is it compatible with korg sp100?,Yes
417,What are the dimentions please ?,I need the dimensions also -- and 6.8 x 6 inches must be made for the biggest ears the world has ever seen -- makes no sense at all!
418,where is this manufactured?,"The Korg Sound on Sound was manufactured in Japan. I was told by a salesperson on a different website that production ceased earlier this year. I was able to get one directly from Japan sold through Amazon around April, 2013."
419,Are these hard thumping speakers,No.
420,Will it work through my line six amp or do I need to use the fbv as well. Only asking because my boss pedals do not work as well through my line 6,"Yes it will, I have a Spider 15 Line 6 and my Boss pedal (Distortion) works fine on it. I can help you solve the problem of Boss pedals working better on it. What kind of guitar do you have and what kind of pedal?"
421,"If I buy this I'll be playing with it an Orange Micro Terror 20 watt head. With this head, how loud could I get?",The Orange Micro Terror 20 w is a powerful hybrid amp (tube and solid state).It will be loud enough for a small gig. For a big gig you will need to mic the cabinet for more volume.
422,"Does the wire have memory, ie, is it hard to straighten?",It is easily straightened by clamping one end in a vise and twisting 3-4 twists per inch with pliers or vise-grips while pulling it straight.
423,Does this offer include warranty?,"Yes... Tascam provides the warranty, Something like 3mos parts and labor and a year of parts only.  Saves you some dough in a tight spot."
424,Does it come with rack mount brackets?,yes it does.  But I put mine in a nice Odyssey case instead.
425,How is it powered? Can it use 110 V or 220 V either?,"It is powered via USB 2.0,  which can be done by plugging into the laptop USB"
426,can you attach a strap to this guitar?,There's a strap peg on the bottom of the body.  I just ran a shoelace above the nut and used that to tie on the top of the strap.  Works fine.
427,I'm left handed. Is this a right handed guitar,Yes it is
428,what is the differance between the dm10 and dm10x. i have studdied and cant find a big diffrence,"Different rack.  Snare has its own stand.  Drum size on dm10x are 3 10"" & 2 12"" pads.  Dm10 is 3 8"" & 2 10"" pads.  Brain is same."
429,Can someone give me the measures on the block? I really wouldnt like to have the block standing outside the cavity.,"I bought this to change a rusted up bridge on a 92' strat, the block was about 3/16'' too deep and 1/16th wider than original block, the tremolo holes do not line up if you decided to use original block with it."
430,Is this a hard case?,"No, but it is padded."
431,Is this more comfortable than the kind with just one ear hook?,It seems to sit better by holding it's place when moving around.  Comfort is hard to answer as it is subjective.  My 9 year old daughter can dance around with this and it seems to stay on.
432,will it fit a sl 1500mk2 tonearm,Absolutely.
433,Can anyone comment on how well this would work for a music-only sub in my partially finished basement? Or should I get a Hsu/Rythmik?,"It will work great, but if your neighbors are to close they will complain. I sometimes turn it on in my garage and it shakes the whole house."
434,Can I use this with my DJ console as amplifier?,No this can be used as a preamp but it doesn't provide any power to your speakers. Passive speakers require seperate amplification. This takes your signals into different inputs and one output to your speakers. If you have active speakers then you dont required amplification because it's built in.
435,Does this have a gloss finish?,yes it does
436,what are the advantages/disadvantages of having that left part of the body missing? because there's another model that's whole - what is the point?,"Honestly, I don't think there is any significant difference outside of weighing a little less.  However, the cut-out allows space in the case to store a shoulder rest."
437,How many speaker outputs?,2
438,does the hardware come with it?,yes
439,Would this be a good choice for a novice drummer-age 8,"Our son got his for his 10th birthday and he loves it.  He said that an 8-year-old might just need a little explanation of the controls that are on it, but otherwise it would be fine.  There are 50 different drum kits (drum sounds) programmed into this unit, so there's lots for them to experiment with.  There are also demos that it will play for you in addition to those 50 sets."
440,Which strings should I buy as replacement just in case?,"D'Addario EJ26-3D Phosphor Bronze Acoustic Guitar Strings, Custom Light, 11-52, 3 Sets. You can buy them right here on Amazon.com at: D'Addario EJ26-3D Phosphor Bronze Acoustic Guitar Strings, Custom Light, 11-52, 3 SetsThey are just $16.99 for 3 sets. Should last you a year if you play a lot. Not so much? 3 years."
441,"I just received this today, how do I connect it and play it on my PC? I wanna use my PC not my TV to sing. Usb driver installation failed also.","The platform for this type of equipment is designed for its potential use on TV or bypassed through an audio video component system. Hooking up to a PC is the tricky part... Attach USB cable to USB port on your computer. Make sure your computer USB port works and driver is installed properly to detects it otherwise it will fail. Then connect other end of the cable to the USB port of the karaoke. Plug mini jack end of RCA cable to PC. RCA Cable plugs into ""line in"" port of PC and the other end into ""line out"". There is one RED and one WHITE match colors if RCA cable jacks to colors of ports. Install karaoke system software onto your computer and follow instructions which usually auto installs the driver.



    The platform for this type of equipment is designed for its potential use on TV or bypassed through an audio video component system. Hooking up to a PC is the tricky part... Attach USB cable to USB port on your computer. Make sure your computer USB port works and driver is installed properly to detects it otherwise it will fail. Then connect other end of the cable to the USB port of the karaoke. Plug mini jack end of RCA cable to PC. RCA Cable plugs into ""line in"" port of PC and the other end into ""line out"". There is one RED and one WHITE match colors if RCA cable jacks...
      » 
Read More


   The platform for this type of equipment is designed for its potential use on TV or bypassed through an audio video component system. Hooking up to a PC is the tricky part... Attach USB cable to USB port on your computer. Make sure your computer USB port works and driver is installed properly to detects it otherwise it will fail. Then connect other end of the cable to the USB port of the karaoke. Plug mini jack end of RCA cable to PC. RCA Cable plugs into ""line in"" port of PC and the other end into ""line out"". There is one RED and one WHITE match colors if RCA cable jacks to colors of ports. Install karaoke system software onto your computer and follow instructions which usually auto installs the driver.
      « 

Show Less"
442,How is this one different from the #996353005 for $406.?,... I purchased this $250 one ... and there's nothing different ... the shipping went smoothly ... not sure why anyone would pay $400 when they have a chance to save $150!!!
443,what is the size (dimensions) of this anti-static mat?,"The mat is 24"" x 42"" and is 1/8"" thick"
444,"size length, width and heighth",I think about 3 feet by 1 1/2 foot and about 6 inchs at its tallest point
445,"The DC power supply included with this, is it 100-240v ie can it be used worldwide? Does the stomp get hot during usage like a normal tube amp does?","Never used it outside the US, so no opinion on that.  Don't think I ever used it for longer than 2 or 3 hours, and in that case it hasn't really built up very much heat, at least nothing comparable to a tube amp."
446,where can you see the words of the songs,It plugs into your tv for viewing the lyrics.
447,will it be to big for a 9 year old.,No
448,Work well with serato?,Works perfect with serato.... I am currently using the SL2.
449,These are the recommended strings for my Martin 00-15M.  I'd like something warmer in a light gauge.  Suggestions please.,"Congrats on getting a beautiful instrument. The mahogany top will contribute to a ""warmer"" sound when you find the right strings, but this often involves experimenting with different types of strings. For the most part phosphor-bronze strings are very ""bright"" sounding when they first go on but lose their ""brightness"" pretty quickly. Coated strings, like the Martin Lifespan, Elixers, etc., tend to be less ""bright"" at first but have a remarkably longer lifespan before sounding dull and dead than non-coated strings. Try a coated bronze (not phosphor-bronze) first to see how that sounds to you. Also keep in mind that the lighter the gauge, the less volume and punch the strings are going to have, no matter what kind of guitar you play. You might try non coated strings, also, if you dont mind changing them more often. Ive used a number of different strings on my Martin and tend toward preferring a ""brighter"" sound, and Im usually eager to try something new, so dont get impatient, and keep notes on which strings work best for you.



    Congrats on getting a beautiful instrument. The mahogany top will contribute to a ""warmer"" sound when you find the right strings, but this often involves experimenting with different types of strings. For the most part phosphor-bronze strings are very ""bright"" sounding when they first go on but lose their ""brightness"" pretty quickly. Coated strings, like the Martin Lifespan, Elixers, etc., tend to be less ""bright"" at first but have a remarkably longer lifespan before sounding dull and dead than non-coated strings. Try a coated bronze (not...
      » 
Read More


   Congrats on getting a beautiful instrument. The mahogany top will contribute to a ""warmer"" sound when you find the right strings, but this often involves experimenting with different types of strings. For the most part phosphor-bronze strings are very ""bright"" sounding when they first go on but lose their ""brightness"" pretty quickly. Coated strings, like the Martin Lifespan, Elixers, etc., tend to be less ""bright"" at first but have a remarkably longer lifespan before sounding dull and dead than non-coated strings. Try a coated bronze (not phosphor-bronze) first to see how that sounds to you. Also keep in mind that the lighter the gauge, the less volume and punch the strings are going to have, no matter what kind of guitar you play. You might try non coated strings, also, if you dont mind changing them more often. Ive used a number of different strings on my Martin and tend toward preferring a ""brighter"" sound, and Im usually eager to try something new, so dont get impatient, and keep notes on which strings work best for you.
      « 

Show Less"
450,Would this work for an overhead light on a small stage? And how close do you have to get with the remote to adjust these lights? Thanks!,"Personally I didn't like it AT ALL as the portion of lighting area is too narrow.Surely you could as you wish but you'll need multiple units as much as you'd likeI just had returned right away, I wouldn't recommand."
451,"Is this roll waterproof like some of your others? And I'm talking the more heavy duty waterproof (rubber coating of the top), not ""indoor waterproof"".","This is definitely NOT an outdoor light strip.  It's been great in the kid's room or for something like under the kitchen cabinet.  Also, you can only link 2 strips together max with the low power supplied so don't expect to go 'great lengths'.  It's a great little light strip for the price but know your limitations up front."
452,Does the bag have shoulder straps so that it can be carried on one's back?,"Yes, it is an excellent bag with pockets for bow and other musical stuff"
453,Does it work with a Mac?,"This interface does work with a Mac! It's great because you can just plug and play. Although, you may have to open system preferences and switch to the USB interface in your audio output."
454,Is it all tube?,"No, but it sounds amazing and very similar to a tube amp. I am more than pleased with it. I highly reccomend this amp!"
455,"Looking at the dimensions of each products, I have a doubt. Does this Flight Case fits the new  Traktor Kontrol S4 MK2 ?",Yes the box is big enough for it.
456,"Does this include the microphone, transmitter? I don't see the microphone on the picture.","Yes it did, not a nice one, but it did include one."
457,"Can someone tell me, why my system doesn't work when I take out the plug. it only works when plugged to an outlet.","It's because the original charger that's built into the unit is not a smart charger. So I bought a Del Trans smart charger, then i went to radio installer and had them put a new electrical connector at the original battery to accept the quick disconnect cord from the Del Trans smart charger. Then I cut a notch into the battery door so the other end of the quick disconnect cord can be accessed. When I'm not using the PA I keep the charger plugged in 24/7. So when I'm ready to use the PA it's always fully charged."
458,"What are the internal dimensions? My Yamaha F 325 has an unusually wide lower bout (""hips"") of 16 1/4"" (16.25"").",16.25 Inches lower bout.
459,Can this be used for vocal?,"A PA system is the best choice, but a bass amp will work. You need a 1/4 plug to go into the jack input."
460,Is there a headphone jack?,"No, there not."
461,does this come with a carrying bag(with zipper),No
462,Will this fit the Epiphone G-400 PRO electric guitar?,"Yes, it fits perfectly! This is a great guitar case to go with."
463,"How long of a recording session will fit on this, and can you download it to soundcloud easy?",Depends on the size of your memory card but with the 2 gig card that comes with it probably 12+ hours at highest quality. It transfers to your computer like any other memory card or by usb. This thing is very easy to use.
464,Just received mine. Is there a way to secure the boom arm in the clamp?,"The boom arm is designed to just slide into the clamp and swivel freely. There is no way to secure it in place out-of-the-box, but I'm sure you could come up with a homemade solution"
465,Some of the reviews comment that the tape fails. Is there any other SAFE method of attaching them to a surface?,"I honestly never had this problem. What I made sure to do is that when I put up the lights I made sure that it was low humidity. Seems to me that the failure has to do w/ humidity if using it outdoors. If inside #1 that A-shouldn't be a problem and B-regardless of using it indoors or outdoors if you go slowly it shouldn't be a problem. I haven't lost a light yet and I've been using these a bit over 2 months now. Also I believe if you bring it to an electronics store like Best Buy and buy some double sided electrical tape that's thin and about the same width that should take care of the problem safely. Don't buy masking or regular shipping tape as that is unsafe. If you have other concerns I'd contact Tao Electronics directly as they're very helpful and their email support is open 24/7. Hope this helps you out.



    I honestly never had this problem. What I made sure to do is that when I put up the lights I made sure that it was low humidity. Seems to me that the failure has to do w/ humidity if using it outdoors. If inside #1 that A-shouldn't be a problem and B-regardless of using it indoors or outdoors if you go slowly it shouldn't be a problem. I haven't lost a light yet and I've been using these a bit over 2 months now. Also I believe if you bring it to an electronics store like Best Buy and buy some double sided electrical tape that's thin and about the same width that should take care of the...
      » 
Read More


   I honestly never had this problem. What I made sure to do is that when I put up the lights I made sure that it was low humidity. Seems to me that the failure has to do w/ humidity if using it outdoors. If inside #1 that A-shouldn't be a problem and B-regardless of using it indoors or outdoors if you go slowly it shouldn't be a problem. I haven't lost a light yet and I've been using these a bit over 2 months now. Also I believe if you bring it to an electronics store like Best Buy and buy some double sided electrical tape that's thin and about the same width that should take care of the problem safely. Don't buy masking or regular shipping tape as that is unsafe. If you have other concerns I'd contact Tao Electronics directly as they're very helpful and their email support is open 24/7. Hope this helps you out.
      « 

Show Less"
466,"Are they wooden sticks, if not what are they made of?","They are wooden. I use them w/ my kindergarten classes. They take a pretty good beating, but will begin to splinter in time."
467,How long is the cord?,"Quite long; around 8-10 feet. From the product page: ""Diameter 6.3mm plug and it is 8 Ft long"""
468,Is there two speakers in a package or just one?,Just one.  They usually run between $90-$115 depending on where you buy them.  They are super loud for the price.  There is not much on the low end but we use these for our entertainment business.
469,the discription below says it comes with two microphones. the top discription says only one? which is it. thanks,I have bought this article and it comes with only one microphone of poor quality
470,can you add additional receivers to this transmitter?,"Yes, just match the channels and you are set."
471,will this work with this GTD Audio G-622H 200 Channel UHF Professional Wireless microphone Mic System,"I'm thinking it would, altho that's not exactly what it's designed for. Usually placed between the mixer and mains amplifier. Between the mic receiver and the mixer would theoretically work methinks. If the mics are not to be used on stands, you'd have to test them in various positions around the stage which will create different frequencies of feedback. Anti-feedback devices are little more than EQs with very narrow band filtration. I'm guessing your success with this will vary significantly from venue to venue. Good luck!"
472,can you use the usb with audacity and if so does it need software to do so?,Yes you can.
473,wanted to know if the saxophone is Japanese,"Yes, this saxophone is Japanese Maria. Thanks."
474,Adjustable truss rod in this guitar?,"Yes.  Great guitar by the way.  Dollar for dollar, the best in my collection!"
475,Can it be played without the keys lighting up?,"Yes, in the Casio LK165 user's guide, it tells how to turn key-lighting on and off.  I hope this helps.  Have a great day!"
476,will these work for a ukulele?,"I used mine to hold my ukulele, and it works fine. The hooks can be turned so that they will fit all sizes of instruments."
477,Does this work with the Blue Yeti Pro?,"According to Blue customer support, they're redesigning these shock mounts. They recognize that these don't support the weight of the Yeti or Yeti Pro correctly.I've been told that it'll be four to six months before my broken one will be replaced by a new one.  It sucks to have to wait for a new one, but at least het acknowledge that it's broken in its design.I'd hold off on buying this, at least until they retool the design."
478,willl this amp power two behringer vp2520s?,"Yes this amp with those speakers is a reasonable match the inuke 3000 will push 800 watts . If you back off the limiter about 1db you'll be at 600 to 700 watts and protect the speaker as well. I run mine on two 225 watt 8 inch speakers crossed with a 50 watt tweeter (450hz and up) for my upper mids and highs and it runs very well. I personally wouldn't expect a lot of low end response from your combination but I push my speakers really hard. With an inuke 6000 on 2 15s each side crossed at 125 to 450 and another inuke 6000 on double 18 each side  from 40 to 125. However this will do a football field in a very small speaker footprint.  Hope this helps.



    Yes this amp with those speakers is a reasonable match the inuke 3000 will push 800 watts . If you back off the limiter about 1db you'll be at 600 to 700 watts and protect the speaker as well. I run mine on two 225 watt 8 inch speakers crossed with a 50 watt tweeter (450hz and up) for my upper mids and highs and it runs very well. I personally wouldn't expect a lot of low end response from your combination but I push my speakers really hard. With an inuke 6000 on 2 15s each side crossed at 125 to 450 and another inuke 6000 on double 18 each side from 40 to 125. However this will do a...
      » 
Read More


   Yes this amp with those speakers is a reasonable match the inuke 3000 will push 800 watts . If you back off the limiter about 1db you'll be at 600 to 700 watts and protect the speaker as well. I run mine on two 225 watt 8 inch speakers crossed with a 50 watt tweeter (450hz and up) for my upper mids and highs and it runs very well. I personally wouldn't expect a lot of low end response from your combination but I push my speakers really hard. With an inuke 6000 on 2 15s each side crossed at 125 to 450 and another inuke 6000 on double 18 each side  from 40 to 125. However this will do a football field in a very small speaker footprint.  Hope this helps.
      « 

Show Less"
479,Does ukulele have aquila strings?,"Yes, it came prestrung with Aquila strings."
480,How close can these be placed next to a computer? I have small desk.  One of them would have 2b right up against case. Would hard drive &etc. be safe?,"The only time you have to worry about proximity with speakers is with the old fashioned CRT monitors.  LED screens aren't affected by speakers.  Hard drives are safe.  I have one of my speakers right next to a Drobo raid array and it's never had a problem.  It takes quite a bit of magnetism very close to the platters before you can really harm a hard drive, and the field from the speakers would have to penetrate the computer case and the protective shielding around the hard drive."
481,"Is the rubber corner issue now fixed out of the box? Seems like every review brings up the replacement corners, and most are between a month and two months old.Does anyone know if PYLE-PRO has product now in the pipeline that doesn't require the replacement corners?



    Is the rubber corner issue now fixed out of the box? Seems like every review brings up the replacement corners, and most are between a month and two months old.Does anyone know if...
      » 
Read More


   Is the rubber corner issue now fixed out of the box? Seems like every review brings up the replacement corners, and most are between a month and two months old.Does anyone know if PYLE-PRO has product now in the pipeline that doesn't require the replacement corners?
      « 

Show Less",I received the stand today. Surprisely it came with an extra set of rubber corners- the beefy ones. So i have both sets. I swapped them out. They seem to hold the iPad much better-very tight. I can turn the iPad upside and even giggle it without worring that it will fall out.
482,Does it come with Traktor or Virtual DJ??,Comes with traktor LE NOT the full version.
483,Could I plug this into a Video camera and use it as a microphone? or would I have to sync the separate audio to the video later?,"So long as your camera has an outlet for it, the H2N has the ability to do so."
484,"Do these fit the ""Blue Parrot"" XT250 Bluetooth Headset Microphones?",yes but they are a little bit bigger but still fit anyway.
485,Will the Audio Technica AT2020 Microphone be held by this stand?,"Any mic within 1 1/8"" diameter."
486,Can you turn off the lights on the keyboard?,"Yes, you can.  You just hold down the Function/Key Light button on the bottom right, then push the (-) button in the number pad until the screen reads Keylight off.  Push the (+) to turn them back on."
487,Would it be possible to make compilation C.D.s and if so is it difficult? If it is possible is the finished C.D. playable in your average C.D. player.,This Duplicator only copied CD's or DVD that have already been created. If you create a compilation CD on your computer then this machine can make copies of that disk.We use it in a church to copy our services to send to our shut in members.
488,Can I assign my own sounds to this?,No you cannot. unless you hook it up to your computer and use it as a controller. That is the only reason i returned this device. Otherwise it is awesome.
489,How does this compare with a Pigtronix Infinity Looper or a Boomerang III in terms of signal fidelity? I've heard some boss loopers suck tone.,"I've never used either of the system's you've mentioned, but I run my RC-300 at the end of a LOT of input; POD HD 500, Elec. Keys, Elec. Drumkit, a handful of various analog and digital stomps (Boss and Behringer primarily-Reverse and Delay), and a Digitech Loopman. All of this is simultaneous, and I can't say I've lost any tone whatsoever, and believe me, there's some crazy amounts of variety in frequency as well as modulation that go together at once. You honestly have no worries with this piece of equipment. However, you WILL LOSE TONE without proper amplification and cables. You'll need to consider spending a pretty penny on some quality powered speakers and sturdy cables if you want to preserve your tone. I've been running a standard Fender FM100 Stack for a while and it cuts all of the bass from the kit, keys, and effects, as well as adds too much treble to the snare and higher registers. If you ever multi-link instruments with a y-cable, get a good one. I have a cheapo one right now and both the keys and the guitar/POD system have their decibel values decreased severely. Soooo... In short, you should marry this loop system.



    I've never used either of the system's you've mentioned, but I run my RC-300 at the end of a LOT of input; POD HD 500, Elec. Keys, Elec. Drumkit, a handful of various analog and digital stomps (Boss and Behringer primarily-Reverse and Delay), and a Digitech Loopman. All of this is simultaneous, and I can't say I've lost any tone whatsoever, and believe me, there's some crazy amounts of variety in frequency as well as modulation that go together at once. You honestly have no worries with this piece of equipment. However, you WILL LOSE TONE without proper amplification and cables. You'll need...
      » 
Read More


   I've never used either of the system's you've mentioned, but I run my RC-300 at the end of a LOT of input; POD HD 500, Elec. Keys, Elec. Drumkit, a handful of various analog and digital stomps (Boss and Behringer primarily-Reverse and Delay), and a Digitech Loopman. All of this is simultaneous, and I can't say I've lost any tone whatsoever, and believe me, there's some crazy amounts of variety in frequency as well as modulation that go together at once. You honestly have no worries with this piece of equipment. However, you WILL LOSE TONE without proper amplification and cables. You'll need to consider spending a pretty penny on some quality powered speakers and sturdy cables if you want to preserve your tone. I've been running a standard Fender FM100 Stack for a while and it cuts all of the bass from the kit, keys, and effects, as well as adds too much treble to the snare and higher registers. If you ever multi-link instruments with a y-cable, get a good one. I have a cheapo one right now and both the keys and the guitar/POD system have their decibel values decreased severely. Soooo... In short, you should marry this loop system.
      « 

Show Less"
490,hows the volume? dose it get loud and how sturdy is it,"Mine has been fine.  For the price I paid, I feel it is a good value.  Not a top flight guitar but for a beginner/novice or for a knock around guitar, good choice."
491,Once set to a color/mode is the remote control required to re-select that color if the power is removed and re-applied?,"Nope....  if these are same as they used to be, the controller ""remembers"" even when they are unplugged."
492,What kind of wood is the top made on this violin?,Spruce.
493,"This Case its for the Telecaster Thinline?  (Fender Classic Series '72 Telecaster® Thinline Electric Guitar, Natural, Maple Fretboard)",All I can say is that my 1967 American made Fender Telecaster fits in this case perfectly.
494,what strings are recommended?,I use ElixirCustom light .011 - .052Phosphor BronzeNanoweb ultra thin coating
495,Whats The Difference Between The Pioneer DDJ-Ergo-Limited And The Pioneer DDJ-Ergo-V?,Difference is Color.  Both I believe are the same device.
496,Can you vary the volume?,"Yes.  It has 3 levels that I can see.  Also, if you plug ear buds in the mini-jack the beeping can only be heard through the buds."
497,Will this work with Sony Handycam  HD AVCHD?  I am really not sure what kind of mic input my camera has- it looks like a standard size- is it possible to get an adapter to make it fit?,"Can't say for sure, but it worked well with my Canon-Vixia. It is a straight forward 1/8"" input, like a headphone jack uses. I like it and has worked well. :)"
